route_no,stop_sequence,stop_name,latitude,longitude
1,1,Jayanagara 9th Block,12.9197565816171,77.5923588994416
1,2,Jayanagara T Block,12.9226893214618,77.5933845451659
1,3,Jayanagara 18th Main,12.9231859777075,77.5887716805949
1,4,Church,12.9279596029171,77.5876041867249
1,5,Jayanagara 4th Block,12.9284826437007,77.58420959115
1,6,Jayanagara 3rd Block,12.9317783285,77.5839063618
1,7,Madavan Park,12.9361068271,77.5839236286
1,8,Southend Circle,12.9366643075,77.5766457058
1,9,Nagasandra Circle,12.9367205700067,77.5721701369447
1,10,Netakallappa Circle,12.9395624343,77.5721522514
1,11,Basavanagudi Police Station,12.94189,77.57358
1,12,Gandhi Bazaar,12.9457424115,77.5707005896
1,13,Ramakrishna Ashrama,12.94914747783,77.567561017579
1,14,Bangalore High School,12.9518947285,77.5674634986
1,15,Chamarajapet,12.957194522,77.5682954863
1,16,Makkalakoota,12.95850855,77.57402561
1,17,Krishnarajendra Market,12.96161187,77.57527904
1,18,Veterinary Hospital,12.96366,77.56843
1,19,Goodshed Road Gate,12.9681187418378,77.5680068206731
1,20,Majestic,12.97736,77.57074
1,21,Ananda Rao Circle,12.9817447954723,77.574481312945
1,22,Central,12.9899747663903,77.572098665973
1,23,Malleshwaram Circle,12.9978901319732,77.5713099939793
1,24,Malleshwaram 8th Cross,12.99966,77.57128
1,25,Malleshwaram 15th Cross,13.005030714,77.5711547211
1,26,Malleshwaram 18th Cross,13.0090816878,77.5710476004
1,27,Tata Institute,13.01565694,77.56289701
1,28,Yeshawanthapura TTMC,13.017420746122461,77.55707759428026
1,29,Govardhan Talkies,13.01856,77.5532
1,30,Yeshwanathapura new railway station,13.02311,77.55029
1E,1,JPNagara 6th Phase,12.9064924294071,77.5776125399524
1E,2,JP Nagara 15th Cross,12.9071376264641,77.5856277850601
1E,3,RVDental College,12.9111515544,77.5856779609
1E,4,Marenahalli,12.9153368901,77.5856925454
1E,5,Jayanagara 5th Block,12.9174407478,77.5835442636
1E,6,Telephone Exchange,12.9237699229,77.5837743469
1E,7,Jayanagara 4th Block,12.9284826437007,77.58420959115
1E,8,Jayanagara 3rd Block,12.9317783285,77.5839063618
1E,9,Madavan Park,12.9361068271,77.5839236286
1E,10,Vijaya College,12.9390512221,77.5799340103
1E,11,RV Teachers College,12.944399463,77.5799635984
1E,12,Lalbagh West Gate,12.9495261854038,77.5798964898135
1E,13,Minarva Circle,12.9536740969716,77.5798819155073
1E,14,Town Hall,12.96354088,77.5850038882
1E,15,Corporation,12.9685279448,77.5864692125
1E,16,Mysore Bank,12.9746610671,77.5819961261
1E,17,Telephone Exchange,12.9823366273,77.5885294843
1E,18,RC College,12.9839449814296,77.5871066739705
1E,19,Shivananda Stores,12.9867516022091,77.5791462398814
1E,20,Swastik,12.987743702505,77.574388523525
1E,21,Central,12.9899747663903,77.572098665973
1E,22,Malleshwaram Circle,12.9978901319732,77.5713099939793
1E,23,Malleshwaram 8th Cross,12.99966,77.57128
1E,24,Malleshwaram 15th Cross,13.005030714,77.5711547211
1E,25,Malleshwaram 18th Cross,13.0090816878,77.5710476004
1E,26,Tata Institute,13.01565694,77.56289701
1E,27,Yeshwanthpura,13.0174217,77.55977236
1E,28,Yeshwanthpura Market,13.0204587802,77.5556880981
1E,29,Bombay Dyeing,13.0250683241,77.5574772153
1E,30,Mathikere Post Office,13.0292071434388,77.5591417368623
1E,31,Mathikere,13.0345050409528,77.5573473945702
1E,32,Chowdeshwari Bus Stand JP Park,13.0331773963,77.554171728
1F,1,BTM Layout,12.916211,77.615991
1F,2,Udupi Garden 16th Main,12.916535,77.608779
1F,3,BTM water Tank,12.9164504021527,77.6067753888095
1F,4,MICO Layout,12.9164701153754,77.6043445058414
1F,5,Jayadeva Hospital,12.9165617812895,77.5995681387583
1F,6,East End,12.917515854479685,77.59505767393114
1F,7,Jayanagara Pump House,12.9217955556828,77.5969113038296
1F,8,Carmel Convent Jayanagara,12.9266364529931,77.5970395034122
1F,9,Jayanagara General Hospital,12.9269371964182,77.5924136515609
1F,10,Church,12.9269082684586,77.5897355560392
1F,11,Jayanagara 4th Block,12.9284826437007,77.58420959115
1F,12,Jayanagara 3rd Block,12.9317783285,77.5839063618
1F,13,Madavan Park,12.9361068271,77.5839236286
1F,14,Southend Circle,12.9366643075,77.5766457058
1F,15,Nagasandra Circle,12.9367205700067,77.5721701369447
1F,16,Netakallappa Circle,12.9395624343,77.5721522514
1F,17,Basavanagudi Police Station,12.94189,77.57358
1F,18,Gandhi Bazaar,12.9457424115,77.5707005896
1F,19,Ramakrishna Ashrama,12.94914747783,77.567561017579
1F,20,Bangalore High School,12.9518947285,77.5674634986
1F,21,Chamarajapet,12.957194522,77.5682954863
1F,22,Makkalakoota,12.95850855,77.57402561
1F,23,Krishnarajendra Market,12.9613111,77.57513928
CCC-1,1,City Civil Court,12.973503,77.582949
CCC-1,2,KR Circle,12.9737512954,77.586767273
CCC-1,3,St Marthas Hospital,12.9698050953,77.5872509088
CCC-1,4,Corporation,12.96459373,77.58816043
CCC-1,5,Poornima Talkies,12.9608759377,77.5882853195
CCC-1,6,Shanthi Nagara Bus Station,12.95446,77.59148
CCC-1,7,KH Road,12.95836876,77.5929835
CCC-1,8,Richmond Circle,12.9674725762046,77.5994390878679
CCC-1,9,StJosephs College,12.9698730761906,77.6029042488889
CCC-1,10,Mayohall,12.9720408,77.61065209
CCC-1,11,MG Road,12.97640668,77.60853047
CCC-1,12,Shivajinagar Bus Station,12.9830382138989,77.6032352181259
CCC-1,13,Indian Express,12.98389098,77.59763625
CCC-1,14,Vidhana Soudha,12.9789189901,77.5925345253
CCC-1,15,KR Circle,12.97543,77.58645
CCC-1,16,City Civil Court,12.973503,77.582949
FDR-1,1,Vasanthapura,12.8954248058008,77.5522463865215
FDR-1,2,Yadalam Nagara,12.8961664673146,77.5485178576245
FDR-1,3,Subramanyapura Co-operative Society,12.8976035001522,77.5462201163579
FDR-1,4,Subramanyapura Police station,12.8990713078011,77.5437220869559
FDR-1,5,Uttarahalli,12.9049496166,77.5433301553
FDR-1,6,Uttarahalli KR Hospital,12.9069658550541,77.5459173927738
FDR-1,7,Chikkalsandra Canara Bank Colony,12.9092132341356,77.5492530819738
FDR-1,8,Chikkalsandra Aralimara,12.911746062612,77.5525682756659
FDR-1,9,Gowdana palya,12.91153153402,77.5555543528847
FDR-1,10,Prarthana School,12.9120117736236,77.5585499293628
FDR-1,11,Kadirenahalli Village,12.9156865847009,77.5616728897017
FDR-1,12,kadirenahalli cross,12.9138894193,77.5668682996
FDR-1,13,BANASHANKARI TTMC,12.9175629124167,77.5734471158981
FDR-1,14,Sangam Circle,12.9176249821,77.5773779489
FDR-1,15,Jayanagara 40th Cross,12.91998,77.58013
FDR-1,16,Telephone Exchange,12.9237699229,77.5837743469
FDR-1,17,Jayanagara Bus Stand,12.9276755545,77.5835826527
FDR-1,18,Telephone Exchange,12.9225728642309,77.5837942150779
FDR-1,19,Jayanagara 40th Cross,12.9197768255601,77.5804915754097
FDR-1,20,Sangam Circle,12.9170141820828,77.5787540947362
FDR-1,21,BANASHANKARI TTMC,12.9175629124167,77.5734471158981
FDR-1,22,Hunase Mara Banashankari,12.919900624495623,77.57417740075687
FDR-1,23,Monotype,12.9214927275,77.5709460955
FDR-1,24,Banashankari BDA Complex,12.9243880045,77.5648419745
FDR-1,25,Indira Nursing Home,12.9290343738636,77.5643238898193
FDR-1,26,Devegowda Petrol Bunk,12.9225007351,77.5604034215
FDR-1,27,Padmanabha Nagara,12.9176150183253,77.5596909614448
FDR-1,28,Prarthana School,12.9114839800429,77.557893057513
FDR-1,29,Gowdana palya,12.9114419835698,77.5554283059612
FDR-1,30,Chikkallasandra Aralimara,12.9115026724,77.5520117115
FDR-1,31,Chikkalsandra Canara Bank Colony,12.9089185794022,77.5489971389656
FDR-1,32,Uttarahalli KR Hospital,12.9068846979029,77.5461399925385
FDR-1,33,Uttarahalli,12.9051595451281,77.5434314121948
FDR-1,34,Subramanyapura Police station,12.8986638772969,77.5441428547101
FDR-1,35,Subramanyapura Co-operative Society,12.897523376624,77.5466024877059
FDR-1,36,Yadalam Nagara,12.8962010060364,77.5487467673517
FDR-1,37,Vasanthapura,12.8954248058008,77.5522463865215
G-1,1,MG Road,12.97640668,77.60853047
G-1,2,Trinity Circle,12.97077488,77.61970002
G-1,3,Military Accounts Office,12.967042,77.62110442
G-1,4,Commando Hospital,12.96405494,77.62623263
G-1,5,Domlur,12.96111122,77.63817474
G-1,6,KODIHALLI,12.96006425,77.6472361
G-1,7,Manipal Hospital,12.95968934,77.65072057
G-1,8,Murgeshpalya,12.9592778,77.65805598
G-1,9,Rajeshwari Talkies,12.9593182,77.66035173
G-1,10,HAL Main Gate,12.95864344,77.66527478
G-1,11,Helicopter Division,12.95663685,77.67562008
G-1,12,HAL Kalyanamantapa,12.95478348,77.68347827
G-1,13,Borewell,12.95521833,77.68778156
G-1,14,Maratahalli,12.95643585,77.69509886
G-1,15,Maratahalli Bridge,12.95693,77.70178
G-1,16,Spice Garden,12.95647795,77.70905589
G-1,17,Kundalahalli Gate,12.95588772,77.71617865
G-1,18,Thubarahalli,12.95589908,77.72170524
G-1,19,Siddapura,12.95631467,77.7317545
G-1,20,Ramgundanhalli,12.95706646,77.74031524
G-1,21,Varthuru Kodi,12.95763027,77.74570483
G-1,22,Brook Bond,12.96403558,77.74831013
G-1,23,White Field,12.97077297,77.74996681
G-1,24,Old Sai Baba Hospitals,12.97354479,77.75031785
G-1,25,Munish Hospital,12.97704662,77.75092716
G-1,26,Hope Form,12.9843197,77.75256358
G-1,27,Prajwal School,12.99144629,77.75599869
G-1,28,Kadugodi,12.99572781,77.75804887
K-1,1,Central Silk Board,12.91747,77.62423
K-1,2,Madivala Mosque,12.9250663610466,77.6189798180655
K-1,3,Koramangala Water Tank,12.9292936809,77.6214331482
K-1,4,BDA Complex koramangala,12.9308975867092,77.6221266193162
K-1,5,Canara Bank Koramangala,12.9350559041,77.6240192167
K-1,6,Jn of 80 and 100 Feet Road,12.9381218366,77.6280230843
K-1,7,Sreenivagilu,12.9386060592,77.633225061
K-1,8,Military Bridge,12.94598,77.63996
K-1,9,Jn of New Bridge,12.9523257259,77.6400564797
K-1,10,Domlur,12.9569417238,77.6413058862
K-1,11,Domlur Bridge,12.96055591,77.64141459
K-1,12,Doopanahalli,12.9637509305,77.6414803974
K-1,13,New Horizon School,12.9665001401509,77.641334856271
K-1,14,HAL 12th Main,12.9694406999685,77.6412141592392
K-1,15,HAL 6th Main,12.9737052664321,77.6409116375754
K-1,16,Indiranagar Police Station,12.9781894293,77.6402802765
K-1,17,Indiranagar Double Road,12.978089566662,77.6359556004383
K-1,18,Lakshmipura Ulsoor,12.978241438810008,77.63198642591169
K-1,19,Halasur,12.978018,77.628324
K-1,20,Trinity Circle,12.9728378682949,77.621671534072
K-1,21,Manipal Centre,12.9754740279,77.6134497207
K-1,22,maniksha pardeground,12.9772753345665,77.6078696411928
K-1,23,Shivajinagar Bus Station,12.9830382138989,77.6032352181259
K-1,24,Forties Hospital,12.98770683,77.59439581
K-1,25,Vasantha Nagara,12.99271569,77.59496712
K-1,26,Jaymahal Extension,13.00040117,77.59471058
K-1,27,Munireddy Palya,13.00695655,77.59247657
K-1,28,TV Tower Munireddy palya,13.0103045,77.59026532
K-1,29,Mekhri Circle,13.01449816,77.58192714
K-1,30,Kendriya Vidyalaya CPRI,13.01465113,77.57510678
K-1,31,Tata Institute,13.01405698,77.56668976
K-1,32,Yeshwanthpura Circle,13.01755362,77.55952284
K-1,33,Govardhan Talkies,13.01856,77.5532
K-1,34,Yeshwanathapura new railway station,13.02311,77.55029
KHC-1,1,Mysore Bank,12.9746610671,77.5819961261
KHC-1,2,Maharani College,12.9770464894431,77.5859164592567
KHC-1,3,Vidhana Soudha,12.9805239695223,77.593171232177
KHC-1,4,Indian Express,12.98420536,77.59761828
KHC-1,5,Shivajinagar Bus Station,12.98368012,77.6035693
KHC-1,6,Mayohall,12.9720408,77.61065209
KHC-1,7,DSouza Circle,12.9666875062731,77.6094521290397
KHC-1,8,Boldwin Girls High School,12.96553533596,77.6027927241769
KHC-1,9,Richmond Circle,12.965617,77.595484
KHC-1,10,Poornima Talkies,12.96095,77.58773
KHC-1,11,Mysore Bank,12.9746610671,77.5819961261
MF-1,1,Kempegowda Bus Station,12.978062,77.572342
MF-1,2,Maharani College,12.9770464894431,77.5859164592567
MF-1,3,St Marthas Hospital,12.9698050953,77.5872509088
MF-1,4,Corporation Office,12.9683774123389,77.5894331605758
MF-1,5,Museum Kasturba Road,12.97385356,77.59541642
MF-1,6,MG Road Metro Station,12.97568622,77.60585152
MF-1,7,Maniksha Parade Ground,12.97727673,77.60794341
MF-1,8,Shivajinagar Bus Station,12.98368012,77.6035693
MF-1,9,Indian Express,12.9836095853982,77.5965237938488
MF-1,10,Vidhana Soudha,12.9789189901,77.5925345253
MF-1,11,KR Circle,12.9771169682379,77.5852455232248
MF-1,12,Cauvery Bhavana,12.9735362995,77.5815098919
MF-1,13,Kempegowda Bus Station,12.978062,77.572342
NLMF-1,1,Peenya 2nd stage,13.0107668722415,77.5067250900116
NLMF-1,2,Rajagopalanagar Rajni Farms,13.0139706843,77.5089234486
NLMF-1,3,Peenya 14th Cross,13.0170412268,77.5058460329
NLMF-1,4,Brundavana Peenya 2nd Stage,13.0202670023,77.5079948176
NLMF-1,5,NTTF,13.0249445233,77.5109549705
NLMF-1,6,Rolling Mill,13.0265822408254,77.5147200617649
NLMF-1,7,TVS Cross,13.0285953620956,77.5195686195263
NLMF-1,8,System Jalahalli Cross,13.0350020451929,77.5179111770754
NLMF-1,9,Jalahalli Cross,13.039625308193823,77.51822920291522
NLMF-1,10,T Dasarahalli,13.04299089,77.5124183
NLMF-1,11,Tumkur Road 8th Mile,13.0460511012537,77.5074918591098
NLMF-1,12,Widia School Bagalagunte,13.0511002806152,77.5076984613592
NLMF-1,13,Bagalagunte,13.0562517699,77.5073038973
NLMF-1,14,Bone Mill,13.063843,77.505073
NLMF-1,15,Sapthagiri College Chikka Banawara,13.0668690461258,77.5032413827418
NLMF-1,16,Janapriya Apartments,13.0734588211303,77.5030843996981
NLMF-1,17,Chikkabanawara Railway Gate,13.0755066779,77.50461163
NLMF-1,18,Chikkabanawara,13.0819034579747,77.5002161861082
WFS-1,1,Borewell,12.95521833,77.68778156
WFS-1,2,Maratahalli,12.95643585,77.69509886
WFS-1,3,Maratahalli Bridge,12.95693,77.70178
WFS-1,4,Spice Garden,12.95647795,77.70905589
WFS-1,5,Kundalahalli Gate,12.9582354904395,77.7155640221852
WFS-1,6,BEML Gate,12.9611035064,77.7164579462
WFS-1,7,AECS Layout,12.9651556590154,77.7182496208807
WFS-1,8,Graphite India,12.9781837149316,77.7114300218927
WFS-1,9,SAP ITPL,12.9777191230945,77.7150244916221
WFS-1,10,Vydehi Hospital,12.9766568495804,77.7267842661891
WFS-1,11,Sai Baba Hospital,12.9836607694662,77.7284611729069
WFS-1,12,Pattandur Agrahara Gate,12.9879409972407,77.7337396116193
WFS-1,13,ITPL,12.987639165538,77.7373727362813
WFS-1,14,B P L,12.9853534332523,77.7479886796028
WFS-1,15,Hope Farm,12.98260711,77.75221137
WFS-1,16,White Field,12.96934503,77.74999166
WFS-1,17,Varthuru Kodi,12.95695765,77.74543921
WFS-1,18,Ramagondanahalli Varthuru,12.9569131,77.73978427
WFS-1,19,Siddapura,12.95604268,77.73068212
WFS-1,20,Thubarahalli,12.95571269,77.72050289
WFS-1,21,Kundalahalli Gate,12.95582602,77.71367471
WFS-1,22,Spice Garden,12.95616087,77.70963836
WFS-1,23,Maratahalli Bridge,12.95691424,77.70037556
WFS-1,24,Maratahalli,12.95603888,77.69370628
WFS-1,25,Borewell,12.9549829,77.68803808
2,1,JPNagara 6th Phase,12.9064924294071,77.5776125399524
2,2,JP Nagara 15th Cross,12.9071376264641,77.5856277850601
2,3,RVDental College,12.9111515544,77.5856779609
2,4,Marenahalli,12.9153368901,77.5856925454
2,5,Jayanagara 5th Block,12.9174407478,77.5835442636
2,6,Telephone Exchange,12.9237699229,77.5837743469
2,7,Jayanagara 4th Block,12.9284826437007,77.58420959115
2,8,Jayanagara 3rd Block,12.9317783285,77.5839063618
2,9,Madavan Park,12.9361068271,77.5839236286
2,10,Vijaya College,12.9390512221,77.5799340103
2,11,RV Teachers College,12.944399463,77.5799635984
2,12,Lalbagh West Gate,12.9495261854038,77.5798964898135
2,13,Minarva Circle,12.9536740969716,77.5798819155073
2,14,Town Hall,12.96354088,77.5850038882
2,15,Corporation,12.9685279448,77.5864692125
2,16,Cauvery Bhavana,12.972107688,77.5824879762
2,17,Kempegowda Bus Station,12.978062,77.572342
2A,1,JP Nagara 1st Phase,12.9114097171,77.5741377566
2A,2,Indira Gandhi Circle,12.9108850099,77.5789394137
2A,3,RVDental College,12.9111515544,77.5856779609
2A,4,Marenahalli,12.9153368901,77.5856925454
2A,5,Jayanagara 5th Block,12.9174407478,77.5835442636
2A,6,Telephone Exchange,12.9237699229,77.5837743469
2A,7,Jayanagara 4th Block,12.9284826437007,77.58420959115
2A,8,Jayanagara 3rd Block,12.9317783285,77.5839063618
2A,9,Madavan Park,12.9361068271,77.5839236286
2A,10,Vijaya College,12.9390512221,77.5799340103
2A,11,RV Teachers College,12.944399463,77.5799635984
2A,12,Lalbagh West Gate,12.9495261854038,77.5798964898135
2A,13,Minarva Circle,12.9536740969716,77.5798819155073
2A,14,Town Hall,12.96354088,77.5850038882
2A,15,Corporation,12.9685279448,77.5864692125
2A,16,Cauvery Bhavana,12.972107688,77.5824879762
2A,17,Kempegowda Bus Station,12.978062,77.572342
2B,1,Eliyas Nagar,12.9056105771291,77.5690436930723
2B,2,Jn Of Ring Road,12.907533925,77.5713143963
2B,3,JPNagara 6th Phase,12.9064924294071,77.5776125399524
2B,4,JP Nagara 15th Cross,12.9071376264641,77.5856277850601
2B,5,RVDental College,12.9111515544,77.5856779609
2B,6,Marenahalli,12.9153368901,77.5856925454
2B,7,Jayanagara 5th Block,12.9174407478,77.5835442636
2B,8,Telephone Exchange,12.9237699229,77.5837743469
2B,9,Jayanagara 4th Block,12.9284826437007,77.58420959115
2B,10,Jayanagara 3rd Block,12.9317783285,77.5839063618
2B,11,Madavan Park,12.9361068271,77.5839236286
2B,12,Vijaya College,12.9390512221,77.5799340103
2B,13,RV Teachers College,12.944399463,77.5799635984
2B,14,Lalbagh West Gate,12.9495261854038,77.5798964898135
2B,15,Minarva Circle,12.9536740969716,77.5798819155073
2B,16,Town Hall,12.96354088,77.5850038882
2B,17,Corporation,12.9685279448,77.5864692125
2B,18,Cauvery Bhavana,12.972107688,77.5824879762
2B,19,Kempegowda Bus Station,12.978062,77.572342
2D,1,JPNagara 6th Phase,12.9064924294071,77.5776125399524
2D,2,JP Nagara 15th Cross,12.9071376264641,77.5856277850601
2D,3,RVDental College,12.9111515544,77.5856779609
2D,4,Marenahalli,12.9153368901,77.5856925454
2D,5,Jayanagara 5th Block,12.9174407478,77.5835442636
2D,6,Telephone Exchange,12.9237699229,77.5837743469
2D,7,Jayanagara 4th Block,12.9284826437007,77.58420959115
2D,8,Jayanagara 3rd Block,12.9317783285,77.5839063618
2D,9,Madavan Park,12.9361068271,77.5839236286
2D,10,Vijaya College,12.9390512221,77.5799340103
2D,11,RV Teachers College,12.944399463,77.5799635984
2D,12,Lalbagh West Gate,12.9495261854038,77.5798964898135
2D,13,Minarva Circle,12.9536740969716,77.5798819155073
2D,14,Town Hall,12.96354088,77.5850038882
2D,15,Corporation,12.9685279448,77.5864692125
2D,16,Cauvery Bhavana,12.972107688,77.5824879762
2D,17,City Railway Station,12.9782250524,77.5697478186
2E,1,JPNagara 6th Phase,12.9064924294071,77.5776125399524
2E,2,Power House,12.9064376216545,77.5801305761234
2E,3,JP Nagara 15th Cross,12.9071376264641,77.5856277850601
2E,4,RVDental College,12.9111515544,77.5856779609
2E,5,Marenahalli,12.9153368901,77.5856925454
2E,6,Jayanagara 5th Block,12.9174407478,77.5835442636
2E,7,Telephone Exchange,12.9237699229,77.5837743469
2E,8,Jayanagara 4th Block,12.9284826437007,77.58420959115
2E,9,Jayanagara 3rd Block,12.9317783285,77.5839063618
2E,10,Madavan Park,12.9361068271,77.5839236286
2E,11,Vijaya College,12.9390512221,77.5799340103
2E,12,RV Teachers College,12.944399463,77.5799635984
2E,13,Lalbagh West Gate,12.9495261854038,77.5798964898135
2E,14,Minarva Circle,12.9536740969716,77.5798819155073
2E,15,Town Hall,12.96354088,77.5850038882
2E,16,Corporation,12.9685279448,77.5864692125
2E,17,Cauvery Bhavana,12.972107688,77.5824879762
2E,18,Kempegowda Bus Station,12.978062,77.572342
CHAKRA-2,1,Banashankari Bus Station,12.9182,77.5733
CHAKRA-2,2,Kadirenahalli Cross,12.9138101711892,77.5674308493233
CHAKRA-2,3,Dayananda Sagar College,12.9094217870598,77.5653938159416
CHAKRA-2,4,Kumaraswamy Layout Police Station,12.9051648841249,77.5627168543969
CHAKRA-2,5,Kumaraswamy Layout,12.902954,77.561565
CHAKRA-2,6,Canara Bank,12.90086,77.55987
CHAKRA-2,7,ISRO Layout,12.8988754191,77.5583100412
CHAKRA-2,8,Vasanthapura,12.896358215994,77.5521097812413
CHAKRA-2,9,Yadalam Nagara,12.8961664673146,77.5485178576245
CHAKRA-2,10,Subramanyapura Co-operative Society,12.8976035001522,77.5462201163579
CHAKRA-2,11,Subramanyapura Police station,12.8990713078011,77.5437220869559
CHAKRA-2,12,Uttarahalli,12.9049496166,77.5433301553
CHAKRA-2,13,Uttarahalli KR Hospital,12.9069658550541,77.5459173927738
CHAKRA-2,14,Chikkalsandra Canara Bank Colony,12.9092132341356,77.5492530819738
CHAKRA-2,15,Chikkalsandra Aralimara,12.911746062612,77.5525682756659
CHAKRA-2,16,Gowdana palya,12.91153153402,77.5555543528847
CHAKRA-2,17,Prarthana School,12.9120117736236,77.5585499293628
CHAKRA-2,18,Kadirenahalli Village,12.9156865847009,77.5616728897017
CHAKRA-2,19,kadirenahalli cross,12.9138894193,77.5668682996
CHAKRA-2,20,Yarab Nagara,12.9158521097766,77.5692397263453
CHAKRA-2,21,Cauvery Nagara,12.9197953744017,77.5691342827306
CHAKRA-2,22,Monotype,12.9217735212,77.5705823209
CHAKRA-2,23,Hunase Mara Banashankari,12.919423783591279,77.5742116437309
CHAKRA-2,24,Banashankari Bus Station,12.9182,77.5733
FDR-2,1,Vasanthapura,12.8954248058008,77.5522463865215
FDR-2,2,Yadalam Nagara,12.8961664673146,77.5485178576245
FDR-2,3,Subramanyapura Co-operative Society,12.8976035001522,77.5462201163579
FDR-2,4,Subramanyapura Police station,12.8990713078011,77.5437220869559
FDR-2,5,Uttarahalli,12.9049496166,77.5433301553
FDR-2,6,Uttarahalli KR Hospital,12.9069658550541,77.5459173927738
FDR-2,7,Chikkalsandra Canara Bank Colony,12.9092132341356,77.5492530819738
FDR-2,8,Chikkalsandra Aralimara,12.911746062612,77.5525682756659
FDR-2,9,Gowdana palya,12.91153153402,77.5555543528847
FDR-2,10,Prarthana School,12.9120117736236,77.5585499293628
FDR-2,11,Padmanabha Nagara,12.9185338011166,77.5596461996074
FDR-2,12,Devegowda Petrol Bunk,12.9228205048,77.5602472667
FDR-2,13,Kempegowda Medical  Hospital,12.9269235302,77.5613870379
FDR-2,14,Indira Nursing Home Tyagarajanagar,12.9292645119,77.5641326141
FDR-2,15,Post Office,12.9263340309,77.5698779896
FDR-2,16,Monotype,12.9217735212,77.5705823209
FDR-2,17,Hunase Mara Banashankari,12.919423783591279,77.5742116437309
FDR-2,18,Banashankari Bus Station,12.91797,77.57384
FDR-2,19,Sangam Circle,12.9176249821,77.5773779489
FDR-2,20,Jayanagara 40th Cross,12.91998,77.58013
FDR-2,21,Telephone Exchange,12.9237699229,77.5837743469
FDR-2,22,Jayanagara Bus Stand,12.9276755545,77.5835826527
FDR-2,23,Telephone Exchange,12.9225728642309,77.5837942150779
FDR-2,24,Jayanagara 40th Cross,12.9197768255601,77.5804915754097
FDR-2,25,Sangam Circle,12.9170141820828,77.5787540947362
FDR-2,26,BANASHANKARI TTMC,12.9175629124167,77.5734471158981
FDR-2,27,Kadirenahalli Cross,12.9138101711892,77.5674308493233
FDR-2,28,Kadirenahalli Village,12.9154762341651,77.5617826712008
FDR-2,29,Prarthana School,12.9114839800429,77.557893057513
FDR-2,30,Gowdana palya,12.9114419835698,77.5554283059612
FDR-2,31,Chikkallasandra Aralimara,12.9115026724,77.5520117115
FDR-2,32,Chikkalsandra Canara Bank Colony,12.9089185794022,77.5489971389656
FDR-2,33,Uttarahalli KR Hospital,12.9068846979029,77.5461399925385
FDR-2,34,Uttarahalli,12.9051595451281,77.5434314121948
FDR-2,35,Subramanyapura Police station,12.8986638772969,77.5441428547101
FDR-2,36,Subramanyapura Co-operative Society,12.897523376624,77.5466024877059
FDR-2,37,Yadalam Nagara,12.8962010060364,77.5487467673517
FDR-2,38,Vasanthapura,12.8954248058008,77.5522463865215
G-2,1,Mayohall,12.9720408,77.61065209
G-2,2,India Garage Vannar Peth Road,12.96505369,77.61788806
G-2,3,ASC Center,12.96223451,77.61915074
G-2,4,Vannarapete,12.95642557,77.62114466
G-2,5,Jn Of Egipura,12.95110306,77.62131102
G-2,6,Rajendranagar,12.94546793,77.61929719
G-2,7,NDDA Koramangala,12.94286241,77.62246198
G-2,8,BMTC Depot-15,12.94081834,77.6246332
G-2,9,Jn of 80 and 100 Feet Road,12.93645555,77.62773908
G-2,10,Maharaja Hotel Koramangala,12.9342609,77.62992781
G-2,11,Wipro Park Koramangala,12.92929536,77.63341625
G-2,12,Koramangala,12.92522685,77.63486329
G-2,13,Jakkasandra,12.92536087,77.63694928
G-2,14,Agara Junction,12.92444,77.65051
G-2,15,Ibbaluru Sarjapura Road,12.921205,77.662857
G-2,16,Bellanduru Gate Sarjapura Road,12.91857872,77.66994789
G-2,17,Kaikodrahalli,12.91395419,77.67785429
G-2,18,Jinnasandra Gate,12.91085335,77.68444737
G-2,19,Doddakannalli,12.90728654,77.69546397
G-2,20,Carmelaram Gate,12.90354946,77.70396529
G-2,21,Railway Gate,12.90193712,77.70701136
G-2,22,Ambedkar Nagara,12.89914692,77.71308552
G-2,23,Kodathi Gate,12.89647429,77.72062692
G-2,24,Gouthamagara,12.8923091,77.72863447
G-2,25,Chandapura Cross,12.8874057,77.73848153
G-2,26,Dommasandra Circle,12.88296797,77.75255414
G-2,27,Dommasandra,12.87946585,77.75387608
G-2,28,TChuddadenahalli,12.88170987,77.75708785
G-2,29,Chambenahalli Gate,12.87933226,77.7616789
G-2,30,Yamare,12.87236959,77.76643089
G-2,31,Apartment Sarjapura road,12.86755262,77.76727516
G-2,32,Sompura Gate,12.86198541,77.77213941
G-2,33,Sarjapura,12.86098871,77.78363186
G-2,34,Sarjapura Bus Stand,12.86140535,77.78545953
BC-4A,1,Jayanagara 4th Block,12.9284826437007,77.58420959115
BC-4A,2,Jayanagara Church,12.92716,77.58969
BC-4A,3,Jayanagara General Hospital,12.9271084066086,77.5929766663388
BC-4A,4,Carmel Convent Jayanagara,12.9263383057,77.5972074363
BC-4A,5,Pump House Jayanagar East End,12.9219916184,77.5970787741
BC-4A,6,Jayadeva Hospital,12.9168577865,77.5974690355
BC-4A,7,MICO Checkpost,12.91394365,77.60012383
BC-4A,8,JP Nagara 3rd Phase,12.90830179,77.60039072
BC-4A,9,Bilekalli,12.9007721,77.60115104
BC-4A,10,IIM Appolo Hospital,12.89651799,77.60008346
BC-4A,11,Arakere Gate Byrapura,12.8902041,77.5981027
BC-4A,12,Jn of 80 Feet Road,12.88429,77.59663
BC-4A,13,Shanthinikethan Layout,12.88447,77.60329
